id,input_matrix,output_matrix,functions
122,"[[9 7 9]
 [9 6 7]
 [7 6 6]]","[[9 7 9 9 7 9 9 7 9]
 [9 6 7 9 6 7 9 6 7]
 [7 6 6 7 6 6 7 6 6]
 [9 7 9 9 7 9 9 7 9]
 [9 6 7 9 6 7 9 6 7]
 [7 6 6 7 6 6 7 6 6]
 [9 7 9 9 7 9 9 7 9]
 [9 6 7 9 6 7 9 6 7]
 [7 6 6 7 6 6 7 6 6]]","['set', 'add', 'len', 'tuple', 'range', 'vconcat', 'hconcat']"
123,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 5 5 5 5 5 5 5 5 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 5 5 5 5 5 5 5 5 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 5 5 5 5 5 5 5 5 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 5 5 5 5 5 5 5 5 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 5 5 5 5 5 5 5 5 0 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 0 5 0 0 5 5 0 0 5 0 0]
 [0 0 0 0 5 5 5 5 5 5 5 5 0 0 0]
 [0 0 0 5 0 0 5 5 0 0 5 0 0 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 0 0 5 5 5 5 5 5 5 5 0 0]
 [0 0 0 0 5 0 0 5 5 0 0 5 0 0 0]
 [0 0 0 5 0 0 5 5 0 0 5 0 0 0 0]
 [0 0 0 0 5 5 5 5 5 5 5 5 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['len', 'list', 'max', 'enumerate', 'any', 'range', 'tuple']"
124,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 2 2 2 2 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 2 2 2 2 2 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 2 2 2 2 2 2 0 0 0 0 0]
 [0 0 2 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 2 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 2 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 2 0 0 0 0]
 [0 0 0 2 0 0 0 0 2 0 0 0 0 0]
 [0 0 2 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 2 2 2 2 2 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['len', 'list', 'max', 'enumerate', 'any', 'range', 'tuple']"
125,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 8 8 8 8 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 8 8 8 8 8 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 8 8 8 8 8 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 8 0 8 0 8 0 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 0 8 0 8 0 8 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 8 0 8 0 8 0 0 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 0 0 8 0 8 0 8 0 0 0 0 0]
 [0 0 0 0 8 0 8 0 8 0 0 0 0 0 0]
 [0 0 0 8 0 8 0 8 0 0 0 0 0 0 0]
 [0 0 0 0 8 8 8 8 8 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['len', 'list', 'max', 'enumerate', 'any', 'range', 'tuple']"
126,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 3 3 3 3 3 3 3 3 3 0 0]
 [0 0 0 3 0 0 0 3 0 0 0 3 0 0]
 [0 0 0 3 0 0 0 3 0 0 0 3 0 0]
 [0 0 0 3 3 3 3 3 3 3 3 3 0 0]
 [0 0 0 3 0 0 0 3 0 0 0 3 0 0]
 [0 0 0 3 0 0 0 3 0 0 0 3 0 0]
 [0 0 0 3 3 3 3 3 3 3 3 3 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 3 3 3 3 3 3 3 3 3 0 0]
 [0 0 3 0 0 0 3 0 0 0 3 0 0 0]
 [0 0 0 3 0 0 0 3 0 0 0 3 0 0]
 [0 0 0 0 3 3 3 3 3 3 3 3 3 0]
 [0 0 0 3 0 0 0 3 0 0 0 3 0 0]
 [0 0 3 0 0 0 3 0 0 0 3 0 0 0]
 [0 0 0 3 3 3 3 3 3 3 3 3 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['len', 'list', 'max', 'enumerate', 'any', 'range', 'tuple']"
127,"[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 2 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 3 0 0 0 0 0]
 [0 0 2 3 3 3 3 2 0 0]
 [0 0 0 0 0 3 0 0 0 0]
 [0 0 0 0 0 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","['ofcolor', 'totuple', 'enumerate', 'max', 'manhattan', 'frozenset', 'connect', 'tuple', 'underfill', 'cells', 'else']"
128,"[[0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 2 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 2 3 3 3 0 0 0 0 0 0]
 [0 0 0 0 0 3 3 3 3 3 2 0]
 [0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 0 0 0 3 3 3 2 0 0 0]
 [0 0 0 0 0 3 0 0 0 0 0 0]
 [0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0]]","['ofcolor', 'totuple', 'enumerate', 'max', 'manhattan', 'frozenset', 'connect', 'tuple', 'underfill', 'cells', 'else']"
129,"[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 3 3 2 0 0 0 0 0 0 0 0]
 [0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [2 3 3 3 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 3 3 3 3 2 0 0 0 0 0 0]
 [0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 2 3 3 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 2 3 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 3 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]]","['ofcolor', 'totuple', 'enumerate', 'max', 'manhattan', 'frozenset', 'connect', 'tuple', 'underfill', 'cells', 'else']"
130,"[[0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 2 0 0 0 0 0 0 0 2]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 2 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 2 0 0 0 0]
 [0 0 0 0 0 0 0 0 3 0 0 0 0]
 [0 0 0 0 0 0 0 0 3 0 0 0 0]
 [0 0 0 0 2 3 3 3 3 3 3 3 2]
 [0 0 0 0 0 0 0 3 0 0 3 0 0]
 [0 0 0 0 0 0 0 3 0 0 3 0 0]
 [0 0 0 0 0 0 0 3 0 0 2 0 0]
 [0 0 0 0 0 0 0 3 0 0 0 0 0]
 [0 0 0 0 0 0 0 2 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0 0 0 0]]","['ofcolor', 'totuple', 'enumerate', 'max', 'manhattan', 'frozenset', 'connect', 'tuple', 'underfill', 'cells', 'else']"
131,"[[9 0 0 0 0 7 7 0 9 0]
 [0 0 9 0 0 0 9 9 9 0]
 [7 7 0 3 3 3 3 7 9 7]
 [0 3 7 3 3 3 3 9 3 7]
 [0 3 9 3 3 0 0 0 3 9]
 [9 3 3 3 3 0 0 9 3 0]
 [3 3 3 3 3 9 0 0 3 7]
 [3 3 3 3 3 0 9 9 3 0]
 [0 9 0 3 3 3 9 9 9 9]
 [7 9 7 9 0 0 7 7 0 0]]","[[9 0 0 0 0 7 7 0 9 0]
 [0 0 9 0 0 0 9 9 9 0]
 [7 7 0 3 3 3 3 7 9 7]
 [0 3 7 3 3 3 3 9 3 7]
 [0 3 9 3 3 3 3 0 3 9]
 [9 3 3 3 3 3 3 3 3 0]
 [3 3 3 3 3 3 3 3 3 3]
 [3 3 3 3 3 3 3 3 3 3]
 [0 9 0 3 3 3 3 9 9 9]
 [7 9 7 9 0 0 7 7 0 0]]","['shape', 'tuple', 'mostcommon', 'ofcolor', 'frozenset', 'normalize', 'divide', 'sfilter', 'vmirror', 'equality', 'subtract', 'branch', 'shift', 'combine', 'uppermost', 'leftmost', 'paint']"
132,"[[6 6 8 8 8 0 8 0 6 0]
 [0 8 0 0 6 6 6 6 8 0]
 [6 6 0 1 1 1 1 0 6 6]
 [0 0 1 1 1 1 1 1 0 0]
 [8 1 1 1 1 1 1 1 0 0]
 [6 1 1 1 1 1 1 1 6 0]
 [6 1 1 1 1 1 1 1 6 8]
 [0 8 1 1 1 8 6 8 0 0]
 [6 8 6 0 6 0 8 0 6 8]
 [8 6 0 6 0 6 6 8 0 8]]","[[6 6 8 8 8 0 8 0 6 0]
 [0 8 0 0 6 6 6 6 8 0]
 [6 6 0 1 1 1 1 0 6 6]
 [0 0 1 1 1 1 1 1 0 0]
 [8 1 1 1 1 1 1 1 1 0]
 [6 1 1 1 1 1 1 1 1 0]
 [6 1 1 1 1 1 1 1 1 8]
 [0 8 1 1 1 1 1 1 0 0]
 [6 8 6 0 6 0 8 0 6 8]
 [8 6 0 6 0 6 6 8 0 8]]","['shape', 'tuple', 'mostcommon', 'ofcolor', 'frozenset', 'normalize', 'divide', 'sfilter', 'vmirror', 'equality', 'subtract', 'branch', 'shift', 'combine', 'uppermost', 'leftmost', 'paint']"
133,"[[1 1 0 1 1 0 0 0 4 1]
 [4 4 0 4 2 2 1 4 4 4]
 [4 0 2 2 2 2 2 2 1 0]
 [0 4 2 2 2 0 0 1 1 0]
 [0 0 1 2 2 2 1 0 1 0]
 [0 4 0 2 2 0 2 0 0 0]
 [2 2 2 2 2 2 2 2 2 2]
 [4 1 4 1 2 2 4 4 1 4]
 [0 4 4 4 2 1 1 4 4 1]
 [4 0 4 4 0 4 1 1 4 0]]","[[1 1 0 1 1 0 0 0 4 1]
 [4 4 0 4 2 2 1 4 4 4]
 [4 0 2 2 2 2 2 2 1 0]
 [0 4 2 2 2 2 2 2 1 0]
 [0 0 1 2 2 2 2 0 1 0]
 [0 4 0 2 2 2 2 0 0 0]
 [2 2 2 2 2 2 2 2 2 2]
 [4 1 4 1 2 2 4 4 1 4]
 [0 4 4 4 2 2 1 4 4 1]
 [4 0 4 4 0 4 1 1 4 0]]","['shape', 'tuple', 'mostcommon', 'ofcolor', 'frozenset', 'normalize', 'divide', 'sfilter', 'vmirror', 'equality', 'subtract', 'branch', 'shift', 'combine', 'uppermost', 'leftmost', 'paint']"
134,"[[0 0 8 0]
 [0 8 5 5]
 [0 0 0 5]
 [0 0 0 0]]","[[0 0 0 0 8 8 0 0]
 [0 0 0 0 8 8 0 0]
 [0 0 8 8 5 5 5 5]
 [0 0 8 8 5 5 5 5]
 [0 0 0 0 0 0 5 5]
 [0 0 0 0 0 0 5 5]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]",['upscale']
135,"[[0 3 0]
 [0 7 7]
 [0 0 0]]","[[0 0 3 3 0 0]
 [0 0 3 3 0 0]
 [0 0 7 7 7 7]
 [0 0 7 7 7 7]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]",['upscale']
136,"[[3 3 0 0]
 [3 0 0 0]
 [0 0 0 3]
 [0 0 3 3]
 [3 0 0 0]
 [3 3 3 3]
 [0 5 0 0]
 [5 5 0 0]
 [5 0 5 0]
 [5 5 5 5]
 [5 5 5 0]
 [5 0 5 0]]","[[4 4 0 0]
 [4 4 0 0]
 [4 0 4 4]
 [4 4 4 4]
 [4 4 4 0]
 [4 4 4 4]]","['tophalf', 'bottomhalf', 'cellwise']"
137,"[[3 3 0 3]
 [3 0 3 3]
 [0 3 0 0]
 [0 0 3 0]
 [3 0 3 0]
 [0 0 0 3]
 [5 0 0 0]
 [0 5 5 5]
 [5 0 0 5]
 [0 5 5 5]
 [5 5 5 0]
 [5 0 0 0]]","[[4 4 0 4]
 [4 4 4 4]
 [4 4 0 4]
 [0 4 4 4]
 [4 4 4 0]
 [4 0 0 4]]","['tophalf', 'bottomhalf', 'cellwise']"
138,"[[3 3 0 0]
 [0 3 3 3]
 [3 3 0 3]
 [0 3 3 0]
 [3 0 3 0]
 [3 0 0 0]
 [0 5 5 5]
 [5 5 5 5]
 [5 5 5 0]
 [5 5 5 5]
 [5 0 0 0]
 [0 5 5 0]]","[[4 4 4 4]
 [4 4 4 4]
 [4 4 4 4]
 [4 4 4 4]
 [4 0 4 0]
 [4 4 4 0]]","['tophalf', 'bottomhalf', 'cellwise']"
139,"[[0 3 3 3]
 [0 3 0 3]
 [0 0 0 0]
 [3 0 3 3]
 [3 0 0 0]
 [0 3 0 3]
 [0 5 0 5]
 [0 0 0 0]
 [0 0 0 0]
 [5 0 5 0]
 [5 0 0 0]
 [5 5 0 5]]","[[0 4 4 4]
 [0 4 0 4]
 [0 0 0 0]
 [4 0 4 4]
 [4 0 0 0]
 [4 4 0 4]]","['tophalf', 'bottomhalf', 'cellwise']"
140,"[[5 5 9 9]
 [9 5 5 5]
 [5 7 5 7]]","[[7 5 7 5 5 7 5 7]
 [5 5 5 9 9 5 5 5]
 [9 9 5 5 5 5 9 9]
 [9 9 5 5 5 5 9 9]
 [5 5 5 9 9 5 5 5]
 [7 5 7 5 5 7 5 7]]","['hmirror', 'vmirror', 'hconcat', 'vconcat']"
141,"[[6 2 4 2]
 [2 2 6 6]
 [6 4 2 4]]","[[4 2 4 6 6 4 2 4]
 [6 6 2 2 2 2 6 6]
 [2 4 2 6 6 2 4 2]
 [2 4 2 6 6 2 4 2]
 [6 6 2 2 2 2 6 6]
 [4 2 4 6 6 4 2 4]]","['hmirror', 'vmirror', 'hconcat', 'vconcat']"
142,"[[3 3 5 5]
 [5 8 5 8]
 [8 8 5 8]]","[[8 5 8 8 8 8 5 8]
 [8 5 8 5 5 8 5 8]
 [5 5 3 3 3 3 5 5]
 [5 5 3 3 3 3 5 5]
 [8 5 8 5 5 8 5 8]
 [8 5 8 8 8 8 5 8]]","['hmirror', 'vmirror', 'hconcat', 'vconcat']"
143,"[[1 0 1 1 1 1 1 1 1 0]
 [0 0 1 0 1 1 0 1 0 1]
 [1 1 0 0 1 1 1 1 1 0]
 [2 2 2 2 2 2 2 2 2 2]
 [0 0 1 1 0 0 0 0 0 0]
 [1 1 0 1 0 0 0 0 1 0]
 [0 1 1 1 0 1 1 0 1 0]
 [1 1 0 0 0 1 0 0 1 0]
 [0 0 1 0 0 0 1 1 0 0]
 [0 1 1 1 0 1 1 0 0 1]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [2 2 2 2 2 2 2 2 2 2]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]
 [1 1 1 1 1 1 1 1 1 1]]","['palette', 'difference', 'frozenset', 'first', 'shape', 'ofcolor', 'of', 'sfilter', 'tuple', 'minimum', 'maximum', 'range', 'add', 'papply', 'repeat', 'fill']"
144,"[[5 5 5 0 5 0 0 0 5 5]
 [5 0 0 5 5 0 5 0 5 5]
 [0 5 5 0 5 5 0 5 0 0]
 [2 0 5 5 2 0 5 0 2 5]
 [5 2 0 2 0 2 0 2 0 2]
 [0 0 2 5 5 5 2 0 5 0]
 [5 5 0 0 0 5 5 5 5 5]
 [0 5 0 5 5 0 5 0 5 5]
 [0 5 5 0 5 0 5 0 5 5]
 [5 5 0 0 5 5 5 5 5 5]]","[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [2 0 0 0 2 0 0 0 2 0]
 [5 2 0 2 5 2 0 2 5 2]
 [5 5 2 5 5 5 2 5 5 5]
 [5 5 5 5 5 5 5 5 5 5]
 [5 5 5 5 5 5 5 5 5 5]
 [5 5 5 5 5 5 5 5 5 5]
 [5 5 5 5 5 5 5 5 5 5]]","['palette', 'difference', 'frozenset', 'first', 'shape', 'ofcolor', 'of', 'sfilter', 'tuple', 'minimum', 'maximum', 'range', 'add', 'papply', 'repeat', 'fill']"
145,"[[0 8 8 0 8 0 8 8 0 0]
 [2 0 8 8 0 8 0 0 0 8]
 [2 2 8 0 0 0 0 0 0 0]
 [0 2 2 0 8 0 0 0 0 0]
 [8 8 2 2 0 0 0 8 8 0]
 [8 8 8 2 2 8 0 0 0 0]
 [0 0 0 0 2 2 8 8 8 0]
 [8 0 8 0 0 2 2 8 8 8]
 [8 8 0 0 0 0 2 2 8 0]
 [0 8 0 8 0 8 8 2 2 8]]","[[0 0 0 0 0 0 0 0 0 0]
 [2 0 0 0 0 0 0 0 0 0]
 [2 2 0 0 0 0 0 0 0 0]
 [8 2 2 0 0 0 0 0 0 0]
 [8 8 2 2 0 0 0 0 0 0]
 [8 8 8 2 2 0 0 0 0 0]
 [8 8 8 8 2 2 0 0 0 0]
 [8 8 8 8 8 2 2 0 0 0]
 [8 8 8 8 8 8 2 2 0 0]
 [8 8 8 8 8 8 8 2 2 0]]","['palette', 'difference', 'frozenset', 'first', 'shape', 'ofcolor', 'of', 'sfilter', 'tuple', 'minimum', 'maximum', 'range', 'add', 'papply', 'repeat', 'fill']"
146,"[[0 0 0 0 0 0 0 0 0 0]
 [9 0 0 0 0 5 0 0 0 0]
 [9 0 0 0 0 5 0 0 0 0]
 [6 0 0 0 5 5 0 0 0 0]
 [6 0 0 5 5 5 0 0 0 0]
 [6 0 0 5 0 5 0 0 0 0]
 [4 0 0 0 0 5 0 0 0 0]
 [4 0 0 0 0 5 0 0 0 0]
 [4 0 0 0 5 5 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","[[0 0 0 0 0 0 0 0 0 0]
 [9 0 0 0 0 9 0 0 0 0]
 [9 0 0 0 0 9 0 0 0 0]
 [6 0 0 0 6 6 0 0 0 0]
 [6 0 0 6 6 6 0 0 0 0]
 [6 0 0 6 0 6 0 0 0 0]
 [4 0 0 0 0 4 0 0 0 0]
 [4 0 0 0 0 4 0 0 0 0]
 [4 0 0 0 4 4 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]","['objects', 'extract', 'color', 'numcolors', 'normalize', 'frozenset', 'uppermost', 'leftmost', 'shift', 'paint']"
